id,experience,modality,Features,Feature selection,Feature number considered,Feature number selected,feature_type,feature_dim,dim_reduction
147,Heart Vertical Resilient Post-Exercise,SCG,cleaned time series,none,complete time series,time series,handcrafted,NA,no
147,Heart Horizontal Resilient Post-Exercise,SCG,cleaned time series,none,complete time series,time series,handcrafted,NA,no
147,Heart Dorsal-Ventral Resilient Post-Exercise,SCG,cleaned time series,none,complete time series,time series,handcrafted,NA,no
147,Sternum Vertical Resilient Post-Exercise,SCG,cleaned time series,none,complete time series,time series,handcrafted,NA,no
147,Sternum Horizontal Resilient Post-Exercise,SCG,cleaned time series,none,complete time series,time series,handcrafted,NA,no
147,Sternum Dorsal-Ventral Resilient Post-Exercise,SCG,cleaned time series,none,complete time series,time series,handcrafted,NA,no
189,NN-FF intraday,EDA,"12 statistical features (mean, maximum amplitude, minimum amplitude, maximum energy, minimum energy, standard deviation, peak to peak, median, root-mean-square (RMS) and peakmagnitude-to-RMS ratio) on discreet wavelet transform (DWT) coefficient and 6 entropy features (Shannon entropy, energy entropy, threshold entropy, sure entropy and normalised entropy) to wavelet packet.",single participant feature scores on 5 participants,12 (GSR) and 6 (ST),6 (GSR) and 6 (ST),handcrafted,low,no
189,NN-FF 2,EDA,"12 statistical features (mean, maximum amplitude, minimum amplitude, maximum energy, minimum energy, standard deviation, peak to peak, median, root-mean-square (RMS) and peakmagnitude-to-RMS ratio) on discreet wavelet transform (DWT) coefficient and 6 entropy features (Shannon entropy, energy entropy, threshold entropy, sure entropy and normalised entropy) to wavelet packet.",single participant feature scores on 5 participants,12 (GSR) and 6 (ST),6 (GSR) and 6 (ST),handcrafted,low,no
189,NN-FF 3,EDA,"12 statistical features (mean, maximum amplitude, minimum amplitude, maximum energy, minimum energy, standard deviation, peak to peak, median, root-mean-square (RMS) and peakmagnitude-to-RMS ratio) on discreet wavelet transform (DWT) coefficient and 6 entropy features (Shannon entropy, energy entropy, threshold entropy, sure entropy and normalised entropy) to wavelet packet.",single participant feature scores on 5 participants,12 (GSR) and 6 (ST),6 (GSR) and 6 (ST),handcrafted,low,no
189,NN-FF best score,EDA,"12 statistical features (mean, maximum amplitude, minimum amplitude, maximum energy, minimum energy, standard deviation, peak to peak, median, root-mean-square (RMS) and peakmagnitude-to-RMS ratio) on discreet wavelet transform (DWT) coefficient and 6 entropy features (Shannon entropy, energy entropy, threshold entropy, sure entropy and normalised entropy) to wavelet packet.",single participant feature scores on 5 participants,12 (GSR) and 6 (ST),6 (GSR) and 6 (ST),handcrafted,low,no
205,PPG,PPG,Instantaneous Frequency (IF) and spectral entropy (SE),automatic (LSTM),NA,NA,hybrid,NA,no
205,ECG,ECG,Instantaneous Frequency (IF) and spectral entropy (SE),automatic (LSTM),NA,NA,hybrid,NA,no
253,NA,ECG,"Autocorrelation (AC) and Discrete Cosine Transform (DCT): selection of the considered signal, computation of autocorrelation coefficients with different delays, transformation of autocorrelation coefficients vector using the DCT transform and then using the transformed vector as new feature input for the classifier.",automatic (ANN),NA,NA,hybrid,NA,no
278,S1 idle - S1 typing1 PPG,PPG,partially fiducial approach using the waveform amplitude values,not mentioned,not specified,not specified,handcrafted,NA,no
278,S1 idle - S1 touchpad PPG,PPG,partially fiducial approach using the waveform amplitude values,not mentioned,not specified,not specified,handcrafted,NA,no
278,S1 idle - S1 typing 2 PPG,PPG,partially fiducial approach using the waveform amplitude values,not mentioned,not specified,not specified,handcrafted,NA,no
278,S1 idle - S2 idle PPG,PPG,partially fiducial approach using the waveform amplitude values,not mentioned,not specified,not specified,handcrafted,NA,no
278,S1 idle - S1 typing1 ECG,ECG,partially fiducial approach using the waveform amplitude values,not mentioned,not specified,not specified,handcrafted,NA,no
278,S1 idle - S1 touchpad ECG,ECG,partially fiducial approach using the waveform amplitude values,not mentioned,not specified,not specified,handcrafted,NA,no
278,S1 idle - S1 typing 2 ECG,ECG,partially fiducial approach using the waveform amplitude values,not mentioned,not specified,not specified,handcrafted,NA,no
278,S1 idle - S2 idle ECG,ECG,partially fiducial approach using the waveform amplitude values,not mentioned,not specified,not specified,handcrafted,NA,no
298,static GBT,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static 4 windows,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static 6 windows,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static 5min,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static 1min,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static SVM,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static NN,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static 25hz,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,far-wrist MA removal,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,far-wrist  no MA removal,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,near-wrist MA removal,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,near-wrist  no MA removal,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static 2h,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static 3h,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,static adaptive 3h,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,VMD+FastICA 12s,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,CEEMDAN + FastICA 12s,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,VMD+FastICA 24s,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
298,CEEMDAN + FastICA 24s,PPG,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)",NA,5,5,handcrafted,low,no
305,LR 30 EDA,EDA,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds).",correlation-based feature selection,7,3,handcrafted,low,no
305,MLP 30 EDA,EDA,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds).",correlation-based feature selection,7,3,handcrafted,low,no
305,RF 30 EDA,EDA,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds).",correlation-based feature selection,7,3,handcrafted,low,no
305,LR 60 EDA,EDA,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds).",correlation-based feature selection,7,3,handcrafted,low,no
305,MLP 60 EDA,EDA,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds).",correlation-based feature selection,7,3,handcrafted,low,no
305,RF 60 EDA,EDA,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds).",correlation-based feature selection,7,3,handcrafted,low,no
305,LR 120 EDA,EDA,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds).",correlation-based feature selection,7,3,handcrafted,low,no
305,MLP 120 EDA,EDA,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds).",correlation-based feature selection,7,3,handcrafted,low,no
305,RF 120 EDA,EDA,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds).",correlation-based feature selection,7,3,handcrafted,low,no
305,LR 30 HRV,PPG,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,16,5,handcrafted,low,no
305,MLP 30 HRV,PPG,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,16,5,handcrafted,low,no
305,RF 30 HRV,PPG,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,16,5,handcrafted,low,no
305,LR 60 HRV,PPG,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,16,5,handcrafted,low,no
305,MLP 60 HRV,PPG,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,16,5,handcrafted,low,no
305,RF 60 HRV,PPG,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,16,5,handcrafted,low,no
305,LR 120 HRV,PPG,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,16,5,handcrafted,low,no
305,MLP 120 HRV,PPG,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,16,5,handcrafted,low,no
305,RF 120 HRV,PPG,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,16,5,handcrafted,low,no
305,LR 30 EDA-HRV,"EDA, PPG","EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,7+16,3+5,handcrafted,low,no
305,MLP 30 EDA-HRV,"EDA, PPG","EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,7+16,3+5,handcrafted,low,no
305,RF 30 EDA-HRV,"EDA, PPG","EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,7+16,3+5,handcrafted,low,no
305,LR 60 EDA-HRV,"EDA, PPG","EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,7+16,3+5,handcrafted,low,no
305,MLP 60 EDA-HRV,"EDA, PPG","EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,7+16,3+5,handcrafted,low,no
305,RF 60 EDA-HRV,"EDA, PPG","EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,7+16,3+5,handcrafted,low,no
305,LR 120 EDA-HRV,"EDA, PPG","EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,7+16,3+5,handcrafted,low,no
305,MLP 120 EDA-HRV,"EDA, PPG","EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,7+16,3+5,handcrafted,low,no
